Name,Year,Type,Mass (g),Fall,Latitude,Longitude
Grefsheim,1976-01-01T00:00:00.000,L5,,Fell,60.666670,11.000000
Grimsby,2009-01-01T00:00:00.000,H5,,Fell,43.200000,-79.616670
Grosnaja,1861-01-01T00:00:00.000,CV3,,Fell,43.666670,45.383330
Gross-Divina,1837-01-01T00:00:00.000,H5,,Fell,49.266670,18.716670
Grossliebenthal,1881-01-01T00:00:00.000,L6,,Fell,46.350000,30.583330
Grüneberg,1841-01-01T00:00:00.000,H4,,Fell,51.933330,15.500000
Grzempach,1910-01-01T00:00:00.000,H5,,Fell,52.866670,16.633330
Gualeguaychú,1932-01-01T00:00:00.000,H6,,Fell,-33.000000,-58.616670
Guangmingshan,1996-01-01T00:00:00.000,H5,,Fell,39.804170,122.763890
Guangnan,1983-01-01T00:00:00.000,L6,,Fell,24.100000,105.000000
Guangrao,1980-01-01T00:00:00.000,L6,,Fell,37.100000,118.400000
Guareña,1892-01-01T00:00:00.000,H6,,Fell,38.733330,-6.016670
Guêa,1891-01-01T00:00:00.000,Stone-uncl,,Fell,43.766670,20.233330
Guibga,1972-01-01T00:00:00.000,L5,,Fell,13.500000,-0.683330
Guidder,1949-01-01T00:00:00.000,LL5,,Fell,9.916670,13.983330
Gujargaon,1982-01-01T00:00:00.000,H5,,Fell,22.983330,76.050000
Gujba,1984-01-01T00:00:00.000,CBa,,Fell,11.491670,11.658330
Gumoschnik,1904-01-01T00:00:00.000,H5,,Fell,42.900000,24.700000
Gurram Konda,1814-01-01T00:00:00.000,L6,,Fell,13.783330,78.566670
Gursum,1981-01-01T00:00:00.000,H4/5,,Fell,9.366670,42.416670
Gütersloh,1851-01-01T00:00:00.000,H3/4,,Fell,51.916670,8.383330
Gyokukei,1930-01-01T00:00:00.000,OC,,Fell,35.000000,127.500000
Hachi-oji,1817-01-01T00:00:00.000,H?,,Fell,35.650000,139.333330
Hainaut,1934-01-01T00:00:00.000,H3-6,,Fell,50.316670,3.733330
Hallingeberg,1944-01-01T00:00:00.000,L3.4,,Fell,57.816670,16.233330
Hamlet,1959-01-01T00:00:00.000,LL4,,Fell,41.383330,-86.600000
Haraiya,1878-01-01T00:00:00.000,Eucrite-mmict,,Fell,26.800000,82.533330
Haripura,1921-01-01T00:00:00.000,CM2,,Fell,28.383330,75.783330
Harleton,1961-01-01T00:00:00.000,L6,,Fell,32.675000,-94.511670
Harrison County,1859-01-01T00:00:00.000,L6,,Fell,38.250000,-86.166670
Hashima,1910-01-01T00:00:00.000,H4,,Fell,35.294500,136.700330
Hassi-Jekna,1890-01-01T00:00:00.000,"Iron, IAB-sHL",,Fell,28.950000,0.816670
Hatford,1628-01-01T00:00:00.000,Stone-uncl,,Fell,51.650000,-1.516670
Haverö,1971-01-01T00:00:00.000,Ureilite,,Fell,60.245560,22.061940
Hedeskoga,1922-01-01T00:00:00.000,H5,,Fell,55.466670,13.783330
Hedjaz,1910-01-01T00:00:00.000,L3.7-6,,Fell,27.333330,35.666670
Heredia,1857-01-01T00:00:00.000,H5,,Fell,10.000000,-84.100000
Hessle,1869-01-01T00:00:00.000,H5,,Fell,59.850000,17.666670
Higashi-koen,1897-01-01T00:00:00.000,H5,,Fell,33.600000,130.433330
High Possil,1804-01-01T00:00:00.000,L6,,Fell,55.900000,-4.233330
Hiroshima,2003-01-01T00:00:00.000,H5,,Fell,34.450000,132.383330
Hoima,2003-01-01T00:00:00.000,H6,,Fell,1.345000,31.472780
Hökmark,1954-01-01T00:00:00.000,L4,,Fell,64.433330,21.200000
Holbrook,1912-01-01T00:00:00.000,L/LL6,,Fell,34.900000,-110.183330
Holetta,1923-01-01T00:00:00.000,Stone-uncl,,Fell,9.066670,38.416670
Homestead,1875-01-01T00:00:00.000,L5,,Fell,41.800000,-91.866670
Honolulu,1825-01-01T00:00:00.000,L5,,Fell,21.300000,-157.866670
Hotse,1956-01-01T00:00:00.000,L6,,Fell,35.666670,115.500000
Hoxie,1963-01-01T00:00:00.000,OC,,Fell,39.350000,-100.450000
Hraschina,1751-01-01T00:00:00.000,"Iron, IID",,Fell,46.100000,16.333330
Huaxi,2010-01-01T00:00:00.000,H5,,Fell,26.464690,106.632410
Hungen,1877-01-01T00:00:00.000,H6,,Fell,50.300000,8.916670
Hvittis,1901-01-01T00:00:00.000,EL6,,Fell,61.183330,22.683330
Ibbenbüren,1870-01-01T00:00:00.000,Diogenite,,Fell,52.283330,7.700000
Ibitira,1957-01-01T00:00:00.000,Eucrite-mmict,,Fell,-20.000000,-45.000000
Ibrisim,1949-01-01T00:00:00.000,OC,,Fell,38.000000,35.000000
Ichkala,1936-01-01T00:00:00.000,H6,,Fell,58.200000,82.933330
Idutywa,1956-01-01T00:00:00.000,H5,,Fell,-32.100000,28.333330
Iguaracu,1977-01-01T00:00:00.000,H5,,Fell,-23.200000,-51.833330
Ijopega,1975-01-01T00:00:00.000,H6,,Fell,-6.033330,145.366670
Indarch,1891-01-01T00:00:00.000,EH4,,Fell,39.750000,46.666670
Independence,1917-01-01T00:00:00.000,L6,,Fell,39.083330,-94.400000
Inner Mongolia,1963-01-01T00:00:00.000,L6,,Fell,41.000000,112.000000
Innisfree,1977-01-01T00:00:00.000,L5,,Fell,53.415000,-111.337500
Ipiranga,1972-01-01T00:00:00.000,H6,,Fell,-25.500000,-54.500000
Ishinga,1954-01-01T00:00:00.000,H,,Fell,-8.933330,33.800000
Isthilart,1928-01-01T00:00:00.000,H5,,Fell,-31.183330,-57.950000
Itapicuru-Mirim,1879-01-01T00:00:00.000,H5,,Fell,-3.400000,-44.333330
Itqiy,1990-01-01T00:00:00.000,EH7-an,,Fell,26.590830,-12.952170
Ivuna,1938-01-01T00:00:00.000,CI1,,Fell,-8.416670,32.433330
Jackalsfontein,1903-01-01T00:00:00.000,L6,,Fell,-32.500000,21.900000
Jajh deh Kot Lalu,1926-01-01T00:00:00.000,EL6,,Fell,26.750000,68.416670
Jalanash,1990-01-01T00:00:00.000,Ureilite,,Fell,,
Jalandhar,1621-01-01T00:00:00.000,Iron,,Fell,31.000000,75.000000
Jamkheir,1866-01-01T00:00:00.000,H6,,Fell,18.750000,75.333330
Jartai,1979-01-01T00:00:00.000,L6,,Fell,39.700000,105.800000
Jelica,1889-01-01T00:00:00.000,LL6,,Fell,43.833330,20.441670
Jemlapur,1901-01-01T00:00:00.000,L6,,Fell,,
Jesenice,2009-01-01T00:00:00.000,L6,,Fell,46.421370,14.052170
Jhung,1873-01-01T00:00:00.000,L5,,Fell,31.300000,72.383330
Jiange,1964-01-01T00:00:00.000,H5,,Fell,31.916670,104.916670
Jianshi,1890-01-01T00:00:00.000,"Iron, IIIAB",,Fell,30.808330,109.500000
Jilin,1976-01-01T00:00:00.000,H5,,Fell,44.050000,126.166670
Jodiya,2006-01-01T00:00:00.000,L5,,Fell,22.680000,70.313330
Jodzie,1877-01-01T00:00:00.000,Howardite,,Fell,55.700000,24.400000
Johnstown,1924-01-01T00:00:00.000,Diogenite,,Fell,40.350000,-104.900000
Jolomba,1974-01-01T00:00:00.000,LL6,,Fell,-11.850000,15.833330
Jonzac,1819-01-01T00:00:00.000,Eucrite-mmict,,Fell,45.433330,-0.450000
Juancheng,1997-01-01T00:00:00.000,H5,,Fell,35.500000,115.416670
Judesegeri,1876-01-01T00:00:00.000,H6,,Fell,12.850000,76.800000
Jumapalo,1984-01-01T00:00:00.000,L6,,Fell,-7.716670,111.200000
Junan,1976-01-01T00:00:00.000,L6,,Fell,35.200000,118.800000
Juromenha,1968-01-01T00:00:00.000,"Iron, IIIAB",,Fell,38.740280,-7.270000
Juvinas,1821-01-01T00:00:00.000,Eucrite-mmict,,Fell,44.716670,4.300000
Kaba,1857-01-01T00:00:00.000,CV3,,Fell,47.350000,21.300000
Kabo,1971-01-01T00:00:00.000,H4,,Fell,11.850000,8.216670
Kadonah,1822-01-01T00:00:00.000,H6,,Fell,27.083330,78.333330
Kaee,1838-01-01T00:00:00.000,H5,,Fell,27.250000,79.966670
Kagarlyk,1908-01-01T00:00:00.000,L6,,Fell,49.866670,30.833330
Kaidun,1980-01-01T00:00:00.000,CR2,,Fell,15.000000,48.300000
Kainsaz,1937-01-01T00:00:00.000,CO3.2,,Fell,55.433330,53.250000
Kakangari,1890-01-01T00:00:00.000,K3,,Fell,12.383330,78.516670
Kakowa,1858-01-01T00:00:00.000,L6,,Fell,45.133330,21.666670
Kalaba,1951-01-01T00:00:00.000,H4,,Fell,-6.833330,29.500000
Kalumbi,1879-01-01T00:00:00.000,L6,,Fell,17.833330,73.983330
Kamalpur,1942-01-01T00:00:00.000,L6,,Fell,26.033330,81.466670
Kamiomi,1913-01-01T00:00:00.000,H5,,Fell,36.041670,139.956670
Kamsagar,1902-01-01T00:00:00.000,L6,,Fell,14.183330,75.800000
Kandahar (Afghanistan),1959-01-01T00:00:00.000,L6,,Fell,31.600000,65.783330
Kangean,1908-01-01T00:00:00.000,H5,,Fell,-7.000000,115.500000
Kangra Valley,1897-01-01T00:00:00.000,H5,,Fell,32.083330,76.300000
Kapoeta,1942-01-01T00:00:00.000,Howardite,,Fell,4.700000,33.633330
Kaprada,2004-01-01T00:00:00.000,L5/6,,Fell,20.339160,73.223290
Kaptal-Aryk,1937-01-01T00:00:00.000,L6,,Fell,42.450000,73.366670
Karakol,1840-01-01T00:00:00.000,LL6,,Fell,47.216670,81.016670
Karatu,1963-01-01T00:00:00.000,LL6,,Fell,-3.500000,35.583330
Karewar,1949-01-01T00:00:00.000,L6,,Fell,12.900000,7.150000
Karkh,1905-01-01T00:00:00.000,L6,,Fell,27.800000,67.166670
Karloowala,1955-01-01T00:00:00.000,L6,,Fell,31.583330,71.600000
Karoonda,1930-01-01T00:00:00.000,CK4,,Fell,-35.083330,139.916670
Kasamatsu,1938-01-01T00:00:00.000,H,,Fell,35.366670,136.766670
Kasauli,2003-01-01T00:00:00.000,H4,,Fell,29.583330,77.583330
Katagum,1999-01-01T00:00:00.000,L6,,Fell,11.333330,10.083330
Kavarpura,2006-01-01T00:00:00.000,"Iron, IIE-an",,Fell,25.143330,75.813330
Kayakent,1961-01-01T00:00:00.000,"Iron, IIIAB",,Fell,39.263330,31.780000
Kediri,1940-01-01T00:00:00.000,L4,,Fell,-7.750000,112.016670
Kemer,2008-01-01T00:00:00.000,L4,,Fell,36.541940,29.418220
Kendleton,1939-01-01T00:00:00.000,L4,,Fell,29.450000,-96.000000
Kendrapara,2003-01-01T00:00:00.000,H4-5,,Fell,20.462500,86.702780
Kerilis,1874-01-01T00:00:00.000,H5,,Fell,48.400000,-3.300000
Kernouve,1869-01-01T00:00:00.000,H6,,Fell,48.116670,-3.083330
Kesen,1850-01-01T00:00:00.000,H4,,Fell,38.983330,141.616670
Khairpur,1873-01-01T00:00:00.000,EL6,,Fell,29.533330,72.300000
Khanpur,1932-01-01T00:00:00.000,LL5,,Fell,25.550000,83.116670
Kharkov,1787-01-01T00:00:00.000,L6,,Fell,50.625000,35.075000
Kheragur,1860-01-01T00:00:00.000,L6,,Fell,26.950000,77.883330
Khetri,1867-01-01T00:00:00.000,H6,,Fell,28.016670,75.816670
Khmelevka,1929-01-01T00:00:00.000,L5,,Fell,56.750000,75.333330
Khohar,1910-01-01T00:00:00.000,L3.6,,Fell,25.100000,81.533330
Khor Temiki,1932-01-01T00:00:00.000,Aubrite,,Fell,16.000000,36.000000
Kidairat,1983-01-01T00:00:00.000,H6,,Fell,14.000000,28.000000
Kiel,1962-01-01T00:00:00.000,L6,,Fell,54.400000,10.150000
Kiffa,1970-01-01T00:00:00.000,H5,,Fell,16.583330,-11.333330
Kijima (1906),1906-01-01T00:00:00.000,Stone-uncl,,Fell,36.850000,138.383330
Kikino,1809-01-01T00:00:00.000,H6,,Fell,55.000000,34.000000
Kilabo,2002-01-01T00:00:00.000,LL6,,Fell,12.766670,9.800000
Kilbourn,1911-01-01T00:00:00.000,H5,,Fell,43.583330,-89.600000
Killeter,1844-01-01T00:00:00.000,H6,,Fell,54.666670,-7.666670
Kingai,1967-01-01T00:00:00.000,H6,,Fell,11.633330,24.683330
Kirbyville,1906-01-01T00:00:00.000,Eucrite-mmict,,Fell,30.750000,-95.950000
Kisvarsány,1914-01-01T00:00:00.000,L6,,Fell,48.166670,22.308330
Kitchener,1998-01-01T00:00:00.000,L6,,Fell,43.383330,-80.383330
Klein-Wenden,1843-01-01T00:00:00.000,H6,,Fell,51.600000,10.800000
Knyahinya,1866-01-01T00:00:00.000,L/LL5,,Fell,48.900000,22.400000
Kobe,1999-01-01T00:00:00.000,CK4,,Fell,34.733330,135.166670
Kokubunji,1986-01-01T00:00:00.000,L6,,Fell,34.300000,133.950000
Komagome,1926-01-01T00:00:00.000,Iron,,Fell,35.733330,139.750000
Konovo,1931-01-01T00:00:00.000,LL5,,Fell,42.516670,26.166670
Košice,2010-01-01T00:00:00.000,H5,,Fell,48.763670,21.176330
Krähenberg,1869-01-01T00:00:00.000,LL5,,Fell,49.326940,7.464720
Krasnoi-Ugol,1829-01-01T00:00:00.000,L6,,Fell,54.033330,40.900000
Krasnyi Klyuch,1946-01-01T00:00:00.000,H5,,Fell,54.333330,56.083330
Krutikha,1906-01-01T00:00:00.000,OC,,Fell,56.800000,77.000000
Krymka,1946-01-01T00:00:00.000,LL3.2,,Fell,47.833330,30.766670
Kukschin,1938-01-01T00:00:00.000,L6,,Fell,51.150000,31.700000
Kulak,1961-01-01T00:00:00.000,L5,,Fell,30.731110,66.802220
Kuleschovka,1811-01-01T00:00:00.000,L6,,Fell,50.750000,33.500000
Kulp,1906-01-01T00:00:00.000,H6,,Fell,41.116670,45.000000
Kunashak,1949-01-01T00:00:00.000,L6,,Fell,55.783330,61.366670
Kunya-Urgench,1998-01-01T00:00:00.000,H5,,Fell,42.250000,59.200000
Kushiike,1920-01-01T00:00:00.000,OC,,Fell,37.050000,138.383330
Kusiali,1860-01-01T00:00:00.000,L6,,Fell,29.683330,78.383330
Kutais,1977-01-01T00:00:00.000,H5,,Fell,44.516670,39.300000
Kuttippuram,1914-01-01T00:00:00.000,L6,,Fell,10.833330,76.033330
Kuznetzovo,1932-01-01T00:00:00.000,L6,,Fell,55.200000,75.333330
Kyushu,1886-01-01T00:00:00.000,L6,,Fell,32.033330,130.633330
La Bécasse,1879-01-01T00:00:00.000,L6,,Fell,47.083330,1.750000
La Charca,1878-01-01T00:00:00.000,OC,,Fell,20.666670,-101.283330
La Colina,1924-01-01T00:00:00.000,H5,,Fell,-37.333330,-61.533330
La Criolla,1985-01-01T00:00:00.000,L6,,Fell,-31.233330,-58.166670
Laborel,1871-01-01T00:00:00.000,H5,,Fell,44.283330,5.583330
Lahrauli,1955-01-01T00:00:00.000,Ureilite,,Fell,26.783330,82.716670
L'Aigle,1803-01-01T00:00:00.000,L6,,Fell,48.766670,0.633330
Cumulus Hills 04075,2003-01-01T00:00:00.000,Pallasite,,Found,,
Lakangaon,1910-01-01T00:00:00.000,Eucrite-mmict,,Fell,21.866670,76.033330
Lalitpur,1887-01-01T00:00:00.000,L6,,Fell,24.450000,78.566670
Lancé,1872-01-01T00:00:00.000,CO3.5,,Fell,47.700000,1.066670
Lancon,1897-01-01T00:00:00.000,H6,,Fell,43.750000,5.116670
Långhalsen,1947-01-01T00:00:00.000,L6,,Fell,58.850000,16.733330
Lanxi,1986-01-01T00:00:00.000,L6,,Fell,46.241670,126.196110
Lanzenkirchen,1925-01-01T00:00:00.000,L4,,Fell,47.750000,16.233330
Laochenzhen,1987-01-01T00:00:00.000,H5,,Fell,33.133330,115.166670
Launton,1830-01-01T00:00:00.000,L6,,Fell,51.900000,-1.116670
Lavrentievka,1938-01-01T00:00:00.000,L6,,Fell,52.450000,51.566670
Le Pressoir,1845-01-01T00:00:00.000,H5,,Fell,47.166670,0.433330
Le Teilleul,1845-01-01T00:00:00.000,Howardite,,Fell,48.533330,-0.866670
Leedey,1943-01-01T00:00:00.000,L6,,Fell,35.883330,-99.333330
Leeuwfontein,1912-01-01T00:00:00.000,L6,,Fell,-25.666670,28.366670
Leighlinbridge,1999-01-01T00:00:00.000,L6,,Fell,52.666670,-6.966670
Leighton,1907-01-01T00:00:00.000,H5,,Fell,34.583330,-87.500000
Leonovka,1900-01-01T00:00:00.000,L6,,Fell,52.266670,32.850000
Les Ormes,1857-01-01T00:00:00.000,L6,,Fell,48.350000,3.250000
Lesves,1896-01-01T00:00:00.000,L6,,Fell,50.366670,4.733330
Lichtenberg,1973-01-01T00:00:00.000,H6,,Fell,-26.150000,26.183330
Lillaverke,1930-01-01T00:00:00.000,H5,,Fell,56.650000,15.866670
Limerick,1813-01-01T00:00:00.000,H5,,Fell,52.566670,-8.783330
Linum,1854-01-01T00:00:00.000,L6,,Fell,52.750000,12.900000
Lishui,1978-01-01T00:00:00.000,L5,,Fell,31.633330,118.983330
Lissa,1808-01-01T00:00:00.000,L6,,Fell,50.200000,14.850000
Little Piney,1839-01-01T00:00:00.000,L5,,Fell,37.916670,-92.083330
Lixna,1820-01-01T00:00:00.000,H4,,Fell,56.000000,26.433330
Lodran,1868-01-01T00:00:00.000,Lodranite,,Fell,29.533330,71.800000
Lohawat,1994-01-01T00:00:00.000,Howardite,,Fell,26.965560,72.626670
Lorton,2010-01-01T00:00:00.000,L6,,Fell,38.700660,-77.211630
Los Martinez,1894-01-01T00:00:00.000,L6,,Fell,38.000000,-0.833330
Lost City,1970-01-01T00:00:00.000,H5,,Fell,36.008330,-95.150000
Louisville,1977-01-01T00:00:00.000,L6,,Fell,38.250000,-85.750000
Łowicz,1935-01-01T00:00:00.000,Mesosiderite-A3,,Fell,52.000000,19.916670
Lua,1926-01-01T00:00:00.000,L5,,Fell,24.950000,75.150000
Lucé,1768-01-01T00:00:00.000,L6,,Fell,47.850000,0.483330
Lumpkin,1869-01-01T00:00:00.000,L6,,Fell,32.033330,-84.766670
Lunan,1980-01-01T00:00:00.000,H6,,Fell,24.800000,103.300000
Lundsgård,1889-01-01T00:00:00.000,L6,,Fell,56.216670,13.033330
Luotolax,1813-01-01T00:00:00.000,Howardite,,Fell,61.200000,27.700000
Luponnas,1753-01-01T00:00:00.000,H3-5,,Fell,46.216670,5.000000
Lusaka,1951-01-01T00:00:00.000,Unknown,,Fell,-7.216670,29.433330
Mabwe-Khoywa,1937-01-01T00:00:00.000,L5,,Fell,19.000000,97.000000
Macau,1836-01-01T00:00:00.000,H5,,Fell,-5.200000,-36.666670
Machinga,1981-01-01T00:00:00.000,L6,,Fell,-15.212220,35.242220
Macibini,1936-01-01T00:00:00.000,Eucrite-pmict,,Fell,-28.833330,31.950000
Madhipura,1950-01-01T00:00:00.000,L,,Fell,25.916670,86.366670
Madiun,1935-01-01T00:00:00.000,L6,,Fell,-7.750000,111.533330
Madrid,1896-01-01T00:00:00.000,L6,,Fell,40.416670,-3.716670
Mafra,1941-01-01T00:00:00.000,L3-4,,Fell,-26.166670,-49.933330
Magnesia,1899-01-01T00:00:00.000,"Iron, IAB-sHL",,Fell,37.866670,27.516670
Magombedze,1990-01-01T00:00:00.000,H3-5,,Fell,-19.483330,31.650000
Mahadevpur,2007-01-01T00:00:00.000,H4/5,,Fell,27.666670,95.783330
Maigatari-Danduma,2004-01-01T00:00:00.000,H5/6,,Fell,12.833330,9.383330
Malaga,1933-01-01T00:00:00.000,OC,,Fell,32.216670,-104.000000
Malakal,1970-01-01T00:00:00.000,L5,,Fell,9.500000,31.750000
Malampaka,1930-01-01T00:00:00.000,H,,Fell,-3.133330,33.516670
Malotas,1931-01-01T00:00:00.000,H5,,Fell,-28.933330,-63.233330
Malvern,1933-01-01T00:00:00.000,Eucrite-pmict,,Fell,-29.450000,26.766670
Mamra Springs,1927-01-01T00:00:00.000,L6,,Fell,45.216670,62.083330
Manbhoom,1863-01-01T00:00:00.000,LL6,,Fell,23.050000,86.700000
Manegaon,1843-01-01T00:00:00.000,Diogenite,,Fell,20.966670,76.100000
Mangwendi,1934-01-01T00:00:00.000,LL6,,Fell,-17.650000,31.600000
Manych,1951-01-01T00:00:00.000,LL3.4,,Fell,45.816670,44.633330
Mardan,1948-01-01T00:00:00.000,H5,,Fell,34.233330,72.083330
Maria Linden,1925-01-01T00:00:00.000,L4,,Fell,,
Mariaville,1898-01-01T00:00:00.000,Iron,,Fell,42.716670,-99.383330
Maribo,2009-01-01T00:00:00.000,CM2,,Fell,54.761830,11.467450
Maridi,1941-01-01T00:00:00.000,H6,,Fell,4.666670,29.250000
Marilia,1971-01-01T00:00:00.000,H4,,Fell,-22.250000,-49.933330
Marion (Iowa),1847-01-01T00:00:00.000,L6,,Fell,41.900000,-91.600000
Marjalahti,1902-01-01T00:00:00.000,"Pallasite, PMG",,Fell,61.500000,30.500000
Marmande,1848-01-01T00:00:00.000,L5,,Fell,44.500000,0.150000
Maromandia,2002-01-01T00:00:00.000,L6,,Fell,-14.200000,48.100000
Maryville,1983-01-01T00:00:00.000,L6,,Fell,35.800000,-84.100000
Mascombes,1836-01-01T00:00:00.000,L6,,Fell,45.366670,1.866670
Mason Gully,2010-01-01T00:00:00.000,H5,,Fell,0.000000,0.000000
Mässing,1803-01-01T00:00:00.000,Howardite,,Fell,48.133330,12.616670
Mauerkirchen,1768-01-01T00:00:00.000,L6,,Fell,48.183330,13.133330
Mauritius,1801-01-01T00:00:00.000,L6,,Fell,-20.000000,57.000000
Mayo Belwa,1974-01-01T00:00:00.000,Aubrite,,Fell,8.966670,12.083330
Mazapil,1885-01-01T00:00:00.000,"Iron, IAB-sLL",,Fell,24.683330,-101.683330
Maziba,1942-01-01T00:00:00.000,L6,,Fell,-1.216670,30.000000
Mbale,1992-01-01T00:00:00.000,L5/6,,Fell,1.066670,34.166670
Medanitos,1953-01-01T00:00:00.000,Eucrite-cm,,Fell,-27.250000,-67.500000
Meerut,1861-01-01T00:00:00.000,H5,,Fell,29.016670,77.800000
Meester-Cornelis,1915-01-01T00:00:00.000,H5,,Fell,-6.233330,106.883330
Menow,1862-01-01T00:00:00.000,H4,,Fell,53.183330,13.150000
Menziswyl,1903-01-01T00:00:00.000,L5,,Fell,46.818670,7.218170
Mern,1878-01-01T00:00:00.000,L6,,Fell,55.050000,12.066670
Meru,1945-01-01T00:00:00.000,LL6,,Fell,0.000000,37.666670
Merua,1920-01-01T00:00:00.000,H5,,Fell,25.483330,81.983330
Messina,1955-01-01T00:00:00.000,L5,,Fell,38.183330,15.566670
Meuselbach,1897-01-01T00:00:00.000,L6,,Fell,50.583330,11.100000
Mezel,1949-01-01T00:00:00.000,L6,,Fell,45.766670,3.250000
Mezö-Madaras,1852-01-01T00:00:00.000,L3.7,,Fell,46.500000,25.733330
Mhow,1827-01-01T00:00:00.000,L6,,Fell,25.900000,83.616670
Mianchi,1980-01-01T00:00:00.000,H5,,Fell,34.800000,111.700000
Middlesbrough,1881-01-01T00:00:00.000,L6,,Fell,54.566670,-1.166670
Mifflin,2010-01-01T00:00:00.000,L5,,Fell,42.907500,-90.365560
Mighei,1889-01-01T00:00:00.000,CM2,,Fell,48.066670,30.966670
Mihonoseki,1992-01-01T00:00:00.000,L6,,Fell,35.568330,133.220000
Mike,1944-01-01T00:00:00.000,L6,,Fell,46.233330,17.533330
Milena,1842-01-01T00:00:00.000,L6,,Fell,46.183330,16.100000
Millbillillie,1960-01-01T00:00:00.000,Eucrite-mmict,,Fell,-26.450000,120.366670
Miller (Arkansas),1930-01-01T00:00:00.000,H5,,Fell,35.400000,-92.050000
Minamino,1632-01-01T00:00:00.000,L,,Fell,35.078330,136.933330
Mineo,1826-01-01T00:00:00.000,Pallasite,,Fell,37.283330,14.700000
Min-Fan-Zhun,1952-01-01T00:00:00.000,LL6,,Fell,32.333330,120.666670
Minnichhof,1905-01-01T00:00:00.000,OC,,Fell,47.700000,16.600000
Mirzapur,1910-01-01T00:00:00.000,L5,,Fell,25.683330,83.250000
Misshof,1890-01-01T00:00:00.000,H5,,Fell,56.666670,23.000000
Mjelleim,1898-01-01T00:00:00.000,H,,Fell,61.733330,5.933330
Mocs,1882-01-01T00:00:00.000,L5-6,,Fell,46.800000,24.033330
Modoc (1905),1905-01-01T00:00:00.000,L6,,Fell,38.500000,-101.100000
Mokoia,1908-01-01T00:00:00.000,CV3,,Fell,-39.633330,174.400000
Molina,1858-01-01T00:00:00.000,H5,,Fell,38.116670,-1.166670
Molteno,1953-01-01T00:00:00.000,Howardite,,Fell,-31.250000,26.466670
Monahans (1998),1998-01-01T00:00:00.000,H5,,Fell,31.608330,-102.858330
Monroe,1849-01-01T00:00:00.000,H4,,Fell,35.250000,-80.500000
Monte das Fortes,1950-01-01T00:00:00.000,L5,,Fell,38.016670,-8.250000
Monte Milone,1846-01-01T00:00:00.000,L5,,Fell,43.266670,13.350000
Montferré,1923-01-01T00:00:00.000,H5,,Fell,43.390560,1.962500
Montlivault,1838-01-01T00:00:00.000,L6,,Fell,47.633330,1.583330
Monze,1950-01-01T00:00:00.000,L6,,Fell,-15.966670,27.350000
Moore County,1913-01-01T00:00:00.000,Eucrite-cm,,Fell,35.416670,-79.383330
Mooresfort,1810-01-01T00:00:00.000,H5,,Fell,52.450000,-8.333330
Moorleah,1930-01-01T00:00:00.000,L6,,Fell,-40.975000,145.600000
Moradabad,1808-01-01T00:00:00.000,L6,,Fell,28.783330,78.833330
Morávka,2000-01-01T00:00:00.000,H5,,Fell,49.600000,18.533330
Mornans,1875-01-01T00:00:00.000,H5,,Fell,44.600000,5.133330
Moss,2006-01-01T00:00:00.000,CO3.6,,Fell,59.433330,10.700000
Moti-ka-nagla,1868-01-01T00:00:00.000,H6,,Fell,26.833330,77.333330
Motta di Conti,1868-01-01T00:00:00.000,H4,,Fell,45.200000,8.500000
Mount Browne,1902-01-01T00:00:00.000,H6,,Fell,-29.800000,141.700000
Mount Tazerzait,1991-01-01T00:00:00.000,L5,,Fell,18.700000,4.800000
Mount Vaisi,1637-01-01T00:00:00.000,Stone-uncl,,Fell,44.083330,6.866670
Mtola,1944-01-01T00:00:00.000,Stone-uncl,,Fell,-11.500000,33.500000
Muddoor,1865-01-01T00:00:00.000,L5,,Fell,12.633330,77.016670
Mulletiwu,1795-01-01T00:00:00.000,L,,Fell,9.333330,80.833330
Muraid,1924-01-01T00:00:00.000,L6,,Fell,24.500000,90.216670
Murchison,1969-01-01T00:00:00.000,CM2,,Fell,-36.616670,145.200000
Murray,1950-01-01T00:00:00.000,CM2,,Fell,36.600000,-88.100000
Muzaffarpur,1964-01-01T00:00:00.000,"Iron, IAB-sHL",,Fell,26.133330,85.533330
Myhee Caunta,1842-01-01T00:00:00.000,OC,,Fell,23.050000,72.633330
Nadiabondi,1956-01-01T00:00:00.000,H5,,Fell,12.000000,1.000000
Nagai,1922-01-01T00:00:00.000,L6,,Fell,38.121670,140.061670
Nagaria,1875-01-01T00:00:00.000,Eucrite-cm,,Fell,26.983330,78.216670
Nagy-Borové,1895-01-01T00:00:00.000,L5,,Fell,49.166670,19.500000
Nakhla,1911-01-01T00:00:00.000,Martian (nakhlite),,Fell,31.316670,30.350000
Nakhon Pathom,1923-01-01T00:00:00.000,L6,,Fell,13.733330,100.083330
Nammianthal,1886-01-01T00:00:00.000,H5,,Fell,12.283330,79.200000
Nan Yang Pao,1917-01-01T00:00:00.000,L6,,Fell,35.666670,103.500000
Nanjemoy,1825-01-01T00:00:00.000,H6,,Fell,38.416670,-77.166670
Nantong,1984-01-01T00:00:00.000,H6,,Fell,32.116670,121.800000
Naoki,1928-01-01T00:00:00.000,H6,,Fell,19.250000,77.000000
Naragh,1974-01-01T00:00:00.000,H6,,Fell,33.750000,51.500000
Narellan,1928-01-01T00:00:00.000,L6,,Fell,-34.050000,150.688890
Narni,0921-01-01T00:00:00.000,Stone-uncl,,Fell,42.516670,12.516670
